lat,lon,sz,names,len_cat,street,street_nodes,street_id,node_id,source_city,source_city_id
43.750669,-79.1887274,2,Lyncroft Drive (952),a,Lyncroft Drive,21,5544499,100252952,Scarborough,38007
43.7506701,-79.1951558,2,Somerdale Square (852),a,Somerdale Square,36,5542849,98871852,Scarborough,38007
43.7506722,-79.188926,2,Lyncroft Drive (955),a,Lyncroft Drive,21,5544499,100252955,Scarborough,38007
43.7506905,-79.1889503,2,Lyncroft Drive (956),a,Lyncroft Drive,21,5544499,100252956,Scarborough,38007
43.7506943,-79.1929708,2,Regency Square (861),a,Regency Square,42,5542850,98873861,Scarborough,38007
43.7506948,-79.1886521,2,Lyncroft Drive (951),a,Lyncroft Drive,21,5544499,100252951,Scarborough,38007
43.7506994,-79.1863794,2,Schubert Drive (240),a,Schubert Drive,17,5544500,100253240,Scarborough,38007
43.7507089,-79.1940974,2,Regency Square (151),a,Regency Square,42,5542850,304793151,Scarborough,38007
43.7507177,-79.1889619,2,Lyncroft Drive (957),a,Lyncroft Drive,21,5544499,100252957,Scarborough,38007
43.7507305,-79.1929833,2,Regency Square (860),a,Regency Square,42,5542850,98873860,Scarborough,38007
43.7507394,-79.1972887,2,Somerdale Square (861),a,Somerdale Square,36,5542849,98871861,Scarborough,38007
43.7507605,-79.1919007,2,Toynbee Trail (318),a,Toynbee Trail,62,5543174,99248318,Scarborough,38007
43.7507651,-79.1844782,2,Guildwood Parkway (096),a,Guildwood Parkway,120,5542397,611550096,Scarborough,38007
43.7507651,-79.1844782,2,Guildwood Parkway (161),a,Guildwood Parkway,120,5542397,611550161,Scarborough,38007
43.7507651,-79.1844782,2,Poplar Road (137),a,Poplar Road,45,5542583,611550137,Scarborough,38007
43.7507704,-79.1941249,2,Regency Square (158),a,Regency Square,42,5542850,304793158,Scarborough,38007
43.7507721,-79.1889851,2,Lyncroft Drive (958),a,Lyncroft Drive,21,5544499,100252958,Scarborough,38007
43.7507775,-79.2684841,2,Lawrence Avenue East (092),a,Lawrence Avenue East,964,5542369,95789092,Scarborough,38007
43.7507775,-79.2684841,2,Lawrence Avenue East (096),a,Lawrence Avenue East,964,5542369,95789096,Scarborough,38007
43.7508065,-79.1952588,2,Somerdale Square (853),a,Somerdale Square,36,5542849,98871853,Scarborough,38007
43.7508364,-79.1845342,2,Poplar Road (138),a,Poplar Road,45,5542583,611550138,Scarborough,38007
43.750843,-79.1841162,2,Guildwood Parkway (162),a,Guildwood Parkway,120,5542397,611550162,Scarborough,38007
43.7508534,-79.1845505,2,Poplar Road (139),a,Poplar Road,45,5542583,611550139,Scarborough,38007
43.7508612,-79.1864722,2,Schubert Drive (244),a,Schubert Drive,17,5544500,100253244,Scarborough,38007
43.750894,-79.1973564,2,Somerdale Square (860),a,Somerdale Square,36,5542849,98871860,Scarborough,38007
43.7508968,-79.1919288,2,Toynbee Trail (678),a,Toynbee Trail,62,5543174,304793678,Scarborough,38007
43.7508995,-79.1954563,2,Somerdale Square (854),a,Somerdale Square,36,5542849,98871854,Scarborough,38007
43.7509008,-79.1877711,2,Lyncroft Drive (122),a,Lyncroft Drive,21,5544499,611550122,Scarborough,38007
43.7509043,-79.2685301,2,Lawrence Avenue East (089),a,Lawrence Avenue East,964,5542369,95789089,Scarborough,38007
